stage,iteration,loss,relative_l2_error,damping,evaluation_count,maximum_system_residual,component_count,maximum_mode,stage_total_seconds,component_0_id,component_0_parameters,component_1_id,component_1_parameters
split_proposal_first_k1,3,0.18372488090282718,0.6061763454685891,8.999999999999999e-05,28,4.677573703935996e-16,1,1,1.5186367240094114,split_seed_000,"[0.4319734384817019, 0.49999999999999967, 0.040738974205635964, -4.486184928684386e-18, 3.494341199426886e-18, 0.04073897420563598]",,
split_proposal_first_k1,4,0.18359236539916796,0.6059576972019877,2.6999999999999996e-05,35,4.73659885628935e-16,1,1,1.5186367240094114,split_seed_000,"[0.4312728327470258, 0.49999999999999745, 0.04048554787563347, -4.440101494893918e-18, 3.4584462811689534e-18, 0.040485547875633486]",,
split_proposal_first_k1,5,0.18358012103504157,0.6059374902331783,8.099999999999999e-06,42,4.712213379674043e-16,1,1,1.5186367240094114,split_seed_000,"[0.431480735932995, 0.4999999999999987, 0.04059188756038613, -4.4594384667924195e-18, 3.473508071677199e-18, 0.04059188756038615]",,
split_proposal_first_k1,6,0.18357893678978568,0.6059355358283348,2.4299999999999996e-06,49,4.861209577580791e-16,1,1,1.5186367240094114,split_seed_000,"[0.43141673213953946, 0.4999999999999988, 0.040557188507986106, -4.453128737713152e-18, 3.4685933509001015e-18, 0.04055718850798612]",,
split_proposal_first_k1,7,0.18357882275395113,0.605935347630341,7.289999999999998e-07,56,4.604179433002789e-16,1,1,1.5186367240094114,split_seed_000,"[0.43143645486956816, 0.4999999999999984, 0.04056836525563213, -4.455161134702577e-18, 3.470176408363545e-18, 0.04056836525563214]",,
split_proposal_first_k1,8,0.18357881178767446,0.6059353295322437,2.1869999999999994e-07,63,4.578119999066678e-16,1,1,1.5186367240094114,split_seed_000,"[0.4314303410374621, 0.4999999999999993, 0.04056485928180828, -4.4545236030278656e-18, 3.469679827586716e-18, 0.040564859281808294]",,
split_proposal_first_k1,9,0.18357881071721477,0.6059353277656201,6.560999999999998e-08,70,4.698889032017905e-16,1,1,1.5186367240094114,split_seed_000,"[0.431432237608381, 0.4999999999999992, 0.04056595438369939, -4.45472273804076e-18, 3.469834936145741e-18, 0.04056595438369941]",,
split_proposal_first_k1,10,0.18357881061790488,0.6059353276017249,1.9682999999999992e-08,77,4.626408413383074e-16,1,1,1.5186367240094114,split_seed_000,"[0.4314316487631187, 0.49999999999999994, 0.04056561360734561, -4.454660770744242e-18, 3.469786669103547e-18, 0.040565613607345626]",,
post_topology_low_frequency,0,0.09539873875984681,0.436803705936309,0.001,13,6.071349983111252e-16,2,1,3.0549465589865576,split_seed_000,"[0.4314316487631187, 0.49999999999999994, 0.04056561360734561, -4.454660770744242e-18, 3.469786669103547e-18, 0.040565613607345626]",td_birth_001,"[0.5733333333333333, 0.5000000000000001, 0.015621702193025446, 0.0, 0.0, 0.015621702193025446]"
post_topology_low_frequency,1,0.01713488558665658,0.1851209636246342,0.001,26,5.981705649987245e-16,2,1,3.0549465589865576,split_seed_000,"[0.43039096442207275, 0.49999999999999994, 0.03639803788355572, -3.696822388551889e-18, 2.8794976098029207e-18, 0.03639803788355574]",td_birth_001,"[0.5675551769208588, 0.499999999999991, 0.02762170219302544, -2.1820984641973846e-18, 1.6996616692943938e-18, 0.027621702193025448]"
post_topology_low_frequency,2,0.0004253615354643138,0.029167157402267146,0.0003,39,5.938976752924391e-16,2,1,3.0549465589865576,split_seed_000,"[0.4300855597674217, 0.49999999999999956, 0.035193944911660405, -3.477868269824919e-18, 2.7089517205864838e-18, 0.03519394491166042]",td_birth_001,"[0.5712220647723939, 0.5000000000000011, 0.03460396300494192, -3.4517635137230964e-18, 2.6886184248802942e-18, 0.03460396300494193]"
post_topology_low_frequency,3,1.6175653225580269e-07,0.0005687820887753104,8.999999999999999e-05,52,5.969180405332994e-16,2,1,3.0549465589865576,split_seed_000,"[0.42999848490523657, 0.5, 0.034997255084498725, -3.4421018890105237e-18, 2.6810928739225802e-18, 0.03499725508449874]",td_birth_001,"[0.5699893299562099, 0.49999999999999994, 0.03498186253064425, -3.520481344944428e-18, 2.7421435364370262e-18, 0.03498186253064426]"
post_topology_low_frequency,4,1.8636705708874278e-14,1.9306323165675163e-07,2.6999999999999996e-05,65,6.081522055463367e-16,2,1,3.0549465589865576,split_seed_000,"[0.4300000003739853, 0.5, 0.03500000046806921, -3.4426011137832566e-18, 2.6814817258577694e-18, 0.035000000468069226]",td_birth_001,"[0.5700000080477479, 0.5, 0.034999997218876436, -3.523778984556106e-18, 2.7447121059764295e-18, 0.03499999721887644]"
